,v1,v2,no_punctuation,to_lowercase,word_tokens,stop_words,word_lemmatize,no_link,text_no_carac
4724,ham,"There'll be a minor shindig at my place later tonight, you interested?",Therell be a minor shindig at my place later tonight you interested,therell be a minor shindig at my place later tonight you interested,['therell be a minor shindig at my place later tonight you interested'],['therell be a minor shindig at my place later tonight you interested'],['therell be a minor shindig at my place later tonight you interested'],"There'll be a minor shindig at my place later tonight, you interested?",therell be a minor shindig at my place later tonight you interested
4725,ham,Jason says it's cool if we pick some up from his place in like an hour,Jason says its cool if we pick some up from his place in like an hour,jason says its cool if we pick some up from his place in like an hour,"['jason says its cool if ', 'e pick some up from his place in like an hour']","['jason says its cool if ', 'e pick some up from his place in like an hour']","['jason says its cool if ', 'e pick some up from his place in like an hour']",Jason says it's cool if we pick some up from his place in like an hour,jason says its cool if we pick some up from his place in like an hour
4726,spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",Had your mobile 10 mths Update to the latest CameraVideo phones for FREE KEEP UR SAME NUMBER Get extra free minstexts Text YES for a call,had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call,['had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call'],['had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call'],['had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call'],"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call
4727,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,I Career Tel have added u as a contact on INDYAROCKSCOM to send FREE SMS To remove from phonebook  sms NO to  ltgt,i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook  sms no to  ltgt,['i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook  sms no to  ltgt'],['i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook  sms no to  ltgt'],['i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook  sms no to  ltgt'],I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt
4728,ham,I've reached already.,Ive reached already,ive reached already,['ive reached already'],['ive reached already'],['ive reached already'],I've reached already.,ive reached already
4729,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,I dont know ask to my brother Nothing problem some thing that Just i told ,i dont know ask to my brother nothing problem some thing that just i told ,"['i dont kno', ' ask to my brother nothing problem some thing that just i told ']","['i dont kno', ' ask to my brother nothing problem some thing that just i told ']","['i dont kno', ' ask to my brother nothing problem some thing that just i told ']",I dont know ask to my brother. Nothing problem some thing that. Just i told .,i dont know ask to my brother nothing problem some thing that just i told 
4730,ham,K:)eng rocking in ashes:),Keng rocking in ashes,keng rocking in ashes,['keng rocking in ashes'],['keng rocking in ashes'],['keng rocking in ashes'],K:)eng rocking in ashes:),keng rocking in ashes
4731,ham,Wat time r Ì_ going to xin's hostel?,Wat time r Ì going to xins hostel,wat time r ì going to xins hostel,"['', 'at time r ì going to xins hostel']","['', 'at time r ì going to xins hostel']","['', 'at time r ì going to xins hostel']",Wat time r Ì_ going to xin's hostel?,wat time r ì going to xins hostel
4732,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning my Dear Shijutta Have a great amp successful day,good morning my dear shijutta have a great amp successful day,['good morning my dear shijutta have a great amp successful day'],['good morning my dear shijutta have a great amp successful day'],['good morning my dear shijutta have a great amp successful day'],Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morning my dear shijutta have a great amp successful day
4733,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Buy Space Invaders 4 a chance 2 win orig Arcade Game console Press 0 for Games Arcade std WAP charge See o2coukgames 4 Terms  settings No purchase,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase,"['buy space invaders 4 a chance 2 ', 'in orig arcade game console press 0 for games arcade std ', 'ap charge see o2coukgames 4 terms  settings no purchase']","['buy space invaders 4 a chance 2 ', 'in orig arcade game console press 0 for games arcade std ', 'ap charge see o2coukgames 4 terms  settings no purchase']","['buy space invaders 4 a chance 2 ', 'in orig arcade game console press 0 for games arcade std ', 'ap charge see o2coukgames 4 terms  settings no purchase']",Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms settings no purchase
4734,ham,Oh k:)after that placement there ah?,Oh kafter that placement there ah,oh kafter that placement there ah,['oh kafter that placement there ah'],['oh kafter that placement there ah'],['oh kafter that placement there ah'],Oh k:)after that placement there ah?,oh kafter that placement there ah
4735,ham,"Not for possession, especially not first offense",Not for possession especially not first offense,not for possession especially not first offense,['not for possession especially not first offense'],['not for possession especially not first offense'],['not for possession especially not first offense'],"Not for possession, especially not first offense",not for possession especially not first offense
4736,ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",Nt only for driving even for many reasons she is called BBDthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru  Any problem,nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru  any problem,"['nt only for driving even for many reasons she is called bbdthts it chikku then h', ' abt dvg coldheard tht vinobanagar violence h', ' is the conditionand h', ' ru  any problem']","['nt only for driving even for many reasons she is called bbdthts it chikku then h', ' abt dvg coldheard tht vinobanagar violence h', ' is the conditionand h', ' ru  any problem']","['nt only for driving even for many reasons she is called bbdthts it chikku then h', ' abt dvg coldheard tht vinobanagar violence h', ' is the conditionand h', ' ru  any problem']","Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru any problem
4737,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,I bought the test yesterday Its something that lets you know the exact day u ovulatewhen will get 2u in about 2 to 3wks But pls pls dont fret I know u r worried Pls relax Also is there anything in ur past history u need to tell me,i bought the test yesterday its something that lets you know the exact day u ovulatewhen will get 2u in about 2 to 3wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,"['i bought the test yesterday its something that lets you kno', ' the exact day u ovulate', 'hen ', 'ill get 2u in about 2 to 3', 'ks but pls pls dont fret i kno', ' u r ', 'orried pls relax also is there anything in ur past history u need to tell me']","['i bought the test yesterday its something that lets you kno', ' the exact day u ovulate', 'hen ', 'ill get 2u in about 2 to 3', 'ks but pls pls dont fret i kno', ' u r ', 'orried pls relax also is there anything in ur past history u need to tell me']","['i bought the test yesterday its something that lets you kno', ' the exact day u ovulate', 'hen ', 'ill get 2u in about 2 to 3', 'ks but pls pls dont fret i kno', ' u r ', 'orried pls relax also is there anything in ur past history u need to tell me']",I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,i bought the test yesterday its something that lets you know the exact day u ovulatewhen will get 2u in about 2 to 3wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me
